Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Industry Groups,CB Rank (Company)
Safety Radar,https://www.crunchbase.com/organization/safety-radar,"Artificial Intelligence (AI), Industrial, Real Time, Software","Tulsa, Oklahoma, United States",Safety Radar is an AI platform to stop job site accidents through behavioral risk tracking and training.,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Other, Science and Engineering, Software","74,565"
Climate Policy Radar,https://www.crunchbase.com/organization/climate-policy-radar,"Consulting, Machine Learning, Non Profit","London, England, United Kingdom","Climate Policy Radar is a nonprofit organization that offers machine learning, climate legislation, and digital ecosystem services.","Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Social Impact, Software","76,691"
Smart Radar System,https://www.crunchbase.com/organization/smart-radar-system,Automotive,"Seongnam, Kyonggi-do, South Korea",Smart Radar System is a startup developing radar solutions for autonomous cars and industrial applications.,Transportation,"76,695"
Zhongke Tianta,https://www.crunchbase.com/organization/zhongke-tianta,"Aerospace, Air Transportation","Xian Shi, Shaanxi, China",Zhongke Tianta is a commercial aerospace platform company.,"Science and Engineering, Transportation","77,177"
FreeFall Aerospace,https://www.crunchbase.com/organization/freefall,"Aerospace, Internet, Remote Sensing, Satellite Communication, Telecommunications","Tucson, Arizona, United States",FreeFall Aerospace is a developer of antenna technology to provide satellite communications and remote sensing for space and ground.,"Hardware, Internet Services, Science and Engineering","77,535"
Delectatech,https://www.crunchbase.com/organization/delectatech,"Artificial Intelligence (AI), Big Data, Data Mining, Food and Beverage, Machine Learning, Natural Language Processing, Restaurants, SaaS","Barcelona, Catalonia, Spain","With our AI-SaaS platform based on NLP and DL, we provide realtime and qualified data about Food Industry (suppliers and restaurants)","Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Science and Engineering, Software","78,665"
Zhongke Xingrui,https://www.crunchbase.com/organization/zhongke-xingrui,"Image Recognition, Satellite Communication, Sensor","Haidian, Beijing, China",Zhongke Xingrui focuses on the manufacture of optical and radar imaging satellites.,"Data and Analytics, Hardware, Software","78,882"
Constelli,https://www.crunchbase.com/organization/constelli,"Aerospace, DSP, Test and Measurement","Hyderabad, Andhra Pradesh, India",A Signal Processing Company,"Data and Analytics, Hardware, Science and Engineering","78,918"
RADAR,https://www.crunchbase.com/organization/radar-relay,"Blockchain, Cryptocurrency, Developer Platform, Ethereum, Software, Trading Platform, Virtual Currency","Denver, Colorado, United States",We build products for our next financial system,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software","78,966"
Autonomous Knight BV,https://www.crunchbase.com/organization/autonomous-knight,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Sensor","Wommelgem, Antwerpen, Belgium","Multispectral sensor tech with AI on the edge, for autonomous anything, anywhere anytime at the highest speeds in the harshest environments.","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation","79,013"
Hera Systems,https://www.crunchbase.com/organization/hera-systems-inc,"Aerospace, Analytics, Communications Infrastructure, Geospatial, Satellite Communication","San Jose, California, United States",Hera Systems is a spacecraft developer focusing on specific missions for national security space customers.,"Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering","79,259"
Astrum Drive Technologies,https://www.crunchbase.com/organization/astrum-drive-technologies,Aerospace,"Dallas, Texas, United States",Development of Advanced Propulsion Systems,Science and Engineering,"79,436"
RodRadar,https://www.crunchbase.com/organization/rod-radar,"Construction, Public Safety","Rinatya, HaMerkaz, Israel","RodRadar developed Live Dig Radar®, a radar imaging tech, enables real-time, on-site alerts to avoid utility strikes while excavating.","Government and Military, Real Estate","79,449"
Salem Cyber,https://www.crunchbase.com/organization/salem-cyber,"Artificial Intelligence (AI), Cyber Security, Machine Learning","Winston Salem, North Carolina, United States",Salem Cyber provides enterprise level cyber tradecraft to organizations to scale challenges of cyber alert investigations.,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","80,342"
I BLADES,https://www.crunchbase.com/organization/i-blades,"Consumer Electronics, Cyber Security, Enterprise Software, Information Technology, Mobile Devices","Milpitas, California, United States",We Turn Ordinary Smartphones into Extraordinary Mobile Solutions,"Consumer Electronics, Hardware, Information Technology, Mobile, Privacy and Security, Software","80,421"
Inbound Aerospace,https://www.crunchbase.com/organization/inbound-aerospace,,"Chennai, Tamil Nadu, India",Inbound Aerospace is focused on providing a spacecraft and manufacture revolutionary products improve the lives on Earth.,,"81,005"
Huichuang Medical,https://www.crunchbase.com/organization/huichuang-medical,"Health Care, Neuroscience","Beijing, Beijing, China",Huichuang Medical is a neuro-imaging technique and tools developer.,"Biotechnology, Health Care, Science and Engineering","81,322"
Axon Pulse,https://www.crunchbase.com/organization/axon-pulse,Artificial Intelligence (AI),"Tel Aviv, Tel Aviv, Israel",Axon Pulse revolutionizes radar signal processing using artificial intelligence and deep learning techniques.,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","81,350"
App Radar,https://www.crunchbase.com/organization/appers-gmbh,Internet,"Graz, Steiermark, Austria",App Radar is an AI powered software that is helping apps and mobile games being found within the App Stores.,Internet Services,"81,746"
Vayyar,https://www.crunchbase.com/organization/vayyar,"Manufacturing, Semiconductor, Sensor, Software","Yehud, HaMerkaz, Israel","Vayyar is a semiconductor company that produces 4D imaging radar sensors for automotive, medical, and retail industries.","Hardware, Manufacturing, Science and Engineering, Software","83,426"
Guibu Microelectronics,https://www.crunchbase.com/organization/guibu-microelectronics,"Electronics, Manufacturing, Semiconductor","Nanjing, Jiangsu, China",Guibu Microelectronics is a millimeter-wave radar chip firm committed to the development of intelligent driving sensing chip technology.,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering","83,870"
ImagineOptix,https://www.crunchbase.com/organization/imagineoptix,"Developer Platform, Enterprise Software, Manufacturing","Raleigh, North Carolina, United States","ImagineOptix manufactures optical thin films to develop small, low cost, and battery efficient video projectors.","Manufacturing, Software","83,876"
HJ Wave,https://www.crunchbase.com/organization/hj-wave,"Automotive, Machinery Manufacturing, Manufacturing","Seongnam, Kyonggi-do, South Korea","HJ Wave is a manufacturing comapny that designs and develops millimeter-wave RF band, including radar antennas for autonomous driving.","Manufacturing, Transportation","83,956"
Metamagnetics,https://www.crunchbase.com/organization/metamagnetics,"Electronics, Manufacturing, Wireless","Westborough, Massachusetts, United States","Metamagnetics develops RF and microwave products to enhance the performance of radar, communication, and power supply systems.","Consumer Electronics, Hardware, Manufacturing, Mobile","84,146"
Kipco,https://www.crunchbase.com/organization/kipco,"Aerospace, Manufacturing, Security","Busan, Pusan-jikhalsi, South Korea",Kipco is a manufacturing company that designs cryptographic security equipment and radar technology for the aerospace industry.,"Manufacturing, Privacy and Security, Science and Engineering","84,163"
Space Trek,https://www.crunchbase.com/organization/space-trek,"Manufacturing, Space Travel, Transportation","Beijing, Beijing, China",Space Trek is an aerospace product manufacturer.,"Manufacturing, Transportation","84,848"
MyRadar,https://www.crunchbase.com/organization/myradar,"Data Visualization, Information Technology, Mobile Apps, Software","Orlando, Florida, United States","MyRadar is a mobile app for iPhone, android, and windows phone that shows weather radar and conditions.","Apps, Data and Analytics, Design, Information Technology, Mobile, Software","84,852"
Muniu Technology,https://www.crunchbase.com/organization/muniu-technology,"Computer, Consumer Electronics, Drones, Hardware, Information Technology, Software","Beijing, Beijing, China",Muniu Technology is a radar sensor system developer.,"Consumer Electronics, Consumer Goods, Hardware, Information Technology, Software","84,909"
Sion,https://www.crunchbase.com/organization/sion-93ca,"Consulting, Information Services","Pudong, Shandong, China",Sion develops high-performance vehicle-level environmental perception solutions suitable for 4D imaging radar intelligent hardware.,"Information Technology, Professional Services","84,999"
ZVISION,https://www.crunchbase.com/organization/zvision-technologies,"Automotive, Drones, Logistics, Robotics, Sensor, Smart Cities","Beijing, Beijing, China","LiDAR, Robotics, Sensors, ADAS, Drones","Consumer Electronics, Consumer Goods, Hardware, Real Estate, Science and Engineering, Software, Transportation","85,052"
Millilab,https://www.crunchbase.com/organization/millilab,"Artificial Intelligence (AI), Electric Vehicle, Electronics, Industrial, Internet of Things, Sensor","Hsinchu, T'ai-wan, Taiwan",Millilab offers solutions for mmWave radar technology that are designed for automotive electronics and IoT devices.,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Internet Services, Manufacturing, Science and Engineering, Software, Transportation","85,163"
Remme,https://www.crunchbase.com/organization/remme,"B2B, Cyber Security, Enterprise Software, Identity Management, Information Technology, Security, Software","Kyiv, Kyyiv, Ukraine",Distributed Public Key Infrastructure protocol and PKI-enabled apps to address the challenges of the Web 3.0.,"Information Technology, Other, Privacy and Security, Software","85,530"
AMS Group,https://www.crunchbase.com/organization/ams-group,Marine Technology,"Pinkenba, Queensland, Australia",AMS Group is a complex maritime electronics and aids to navigation service and support organisation.,Science and Engineering,"85,590"
Jiatui Technology,https://www.crunchbase.com/organization/jiatui-technology,"Enterprise, Information Technology","Shenzhen, Guangdong, China",Jiatui Technology is a Shenzhen based enterprise services company.,"Information Technology, Other","85,699"
SatSense,https://www.crunchbase.com/organization/satsense,"Building Maintenance, Geospatial, Information Services, Information Technology, Management Consulting, Software","Leeds, Leeds, United Kingdom","Helping people manage risk associated with ground and structure movement, using satellite-borne radar.","Data and Analytics, Information Technology, Navigation and Mapping, Professional Services, Real Estate, Software","86,290"
Lumineye,https://www.crunchbase.com/organization/lumineye,"GovTech, Physical Security, Public Safety, Sensor","Boise, Idaho, United States",Lumineye makes sensor software to analyze and classify movements,"Administrative Services, Government and Military, Hardware, Information Technology, Privacy and Security","86,529"
Air Touch,https://www.crunchbase.com/organization/air-touch,"Semiconductor, Sensor, Smart Home","Shanghai, Shanghai, China",Air Touch is an integrated circuit design service provider.,"Consumer Electronics, Hardware, Real Estate, Science and Engineering","87,267"
Respory,https://www.crunchbase.com/organization/respory,"Analytics, Internet of Things, Retail","Linz, Oberosterreich, Austria","Respory provides real-time people-tracking using proprietary radar sensors, all without capturing personal data.","Commerce and Shopping, Data and Analytics, Internet Services","87,384"
UNISERS,https://www.crunchbase.com/organization/unisers,"Nanotechnology, Water Purification","Zürich, Zurich, Switzerland",UNISERS provides universal liquid analyzers based on nanotechnology and Raman spectroscopy.,"Science and Engineering, Sustainability","88,368"
Chromacity,https://www.crunchbase.com/organization/chromacity,"Information Technology, Semiconductor","Edinburgh, Edinburgh, City of, United Kingdom","Chromacity Lasers is a spin-out from Heriot-Watt University, one of the UK’s leading technical universities with a focus on photonics.","Hardware, Information Technology, Science and Engineering","89,546"
Paldo,https://www.crunchbase.com/organization/paldo,"Analytics, Artificial Intelligence (AI), Business Intelligence, FinTech, Generative AI, Market Research, Natural Language Processing, Predictive Analytics","Oslo, Oslo, Norway",Paldo is an AI competitive radar that turns fragmented weak signals into early strategic foresight,"Artificial Intelligence (AI), Data and Analytics, Design, Financial Services, Science and Engineering, Software","89,980"
PD AeroSpace,https://www.crunchbase.com/organization/pd-aerospace,"Air Transportation, Quantum Computing, Space Travel, Technical Support","Nagoya, Aichi, Japan",PD AeroSpace is an aviation company that provides space travel and related business services with technical support.,"Information Technology, Other, Science and Engineering, Transportation","90,295"
Calterah,https://www.crunchbase.com/organization/calterah,"Hardware, Semiconductor, Sensor","Shanghai, Shanghai, China",Calterah is a designer and developer of CMOS single-chip millimeter-wave radar sensors.,"Hardware, Science and Engineering","90,351"
Global Surface Intelligence,https://www.crunchbase.com/organization/global-surface-intelligence-ltd,"Artificial Intelligence (AI), Big Data, Geospatial, Information Services, Information Technology, Machine Learning, Natural Resources","Edinburgh, Edinburgh, City of, United Kingdom",Global Surface Intelligence is an Edinburgh-based earth observation and artificial-intelligence-as-a-service provider,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Natural Resources, Navigation and Mapping, Science and Engineering, Software, Sustainability","90,991"
Speclipse,https://www.crunchbase.com/organization/speclipse,"Biotechnology, Health Care, Health Diagnostics","Seongnam, Kyonggi-do, South Korea",Speclipse is a laser-based medical diagnostic technology.,"Biotechnology, Health Care, Science and Engineering","91,270"
Seraph Biosciences,https://www.crunchbase.com/organization/seraph-biosciences-inc,"Biopharma, Biotechnology, Medical","Detroit, Michigan, United States",Seraph Biosciences is a developer of real-time pathogen detection systems used to treat infections.,"Biotechnology, Health Care, Science and Engineering","91,535"
microphoton x,https://www.crunchbase.com/organization/microphoton-x,"Biotechnology, Health Diagnostics, Life Science","Tutzing, Bayern, Germany",microphotonX combines two Nobel Prize- winning laser technologies: Raman Spectroscopy with Laser Trapping,"Biotechnology, Health Care, Science and Engineering","91,699"
Xunjie Guangyuan,https://www.crunchbase.com/organization/xunjie-guangyuan,Intelligent Systems,"Wuxi Shi, Jiangsu, China",Xunjie Guangyuan operates engages in the research and development of near-infrared spectroscopy analysis instruments.,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering","92,628"
All Traffic Solutions,https://www.crunchbase.com/organization/all-traffic-solutions,"Information Technology, Public Safety","Herndon, Virginia, United States","At All Traffic Solutions, their job is to make your job easier. They engineer web-based traffic calming signs – including radar speed","Government and Military, Information Technology","93,754"
Busek Co. Inc.,https://www.crunchbase.com/organization/busek,"Aerospace, Manufacturing, Satellite Communication, Space Travel","Boston, Massachusetts, United States","Busek is a spacecraft propulsion company providing thrusters, electronics, and complete systems for spacecraft in Massachusetts.","Hardware, Manufacturing, Science and Engineering, Transportation","94,028"
Plexa,https://www.crunchbase.com/organization/plexa-fd57,"Construction, SaaS, Software","Sydney, New South Wales, Australia",SaaS Construction Management,"Real Estate, Software","94,331"
Atheraxon,https://www.crunchbase.com/organization/atheraxon,"GPS, Indoor Positioning, Industrial Automation, Internet of Things, Logistics, Wireless","Atlanta, Georgia, United States","Provides a cutting-edge real-time spatial visibility solution that enhances safety, efficiency, and automation for facility operators.","Hardware, Internet Services, Manufacturing, Mobile, Navigation and Mapping, Science and Engineering, Transportation","95,513"
Ballooning Nest Eggs,https://www.crunchbase.com/organization/ballooning-nest-eggs,"FinTech, Parenting, Wealth Management","New York, New York, United States",Patented & 1st monetary gifting platform for Millennial parents to corral friends & family to pitch in & grow their kids’ long-term wealth.,"Community and Lifestyle, Financial Services","95,651"
Autoroad,https://www.crunchbase.com/organization/autoroad,"Automotive, Sensor","Beijing, Beijing, China",Autoroad specializes in the core sensors for intelligent driving.,"Hardware, Transportation","96,036"
ANNGIC (Shenzhen Anzhijie Technology Co.),https://www.crunchbase.com/organization/anngic-shenzhen-anzhijie-technology-co,"Electronics, Hardware, Information Technology, Manufacturing, Robotics, Sensor","Shenzhen, Guangdong, China","ANNGIC (Shenzhen Anzhijie Technology Co., Ltd.) is a high-tech company.","Consumer Electronics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software","96,217"
Makino micro,https://www.crunchbase.com/organization/makino-micro,"Electronics, Manufacturing, Semiconductor","Shenzhen, Guangdong, China",Makino Micro is a high-tech enterprise dedicated to the research and development of 4D high-precision imaging radar.,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering","97,103"
Prae,https://www.crunchbase.com/organization/prae,"Cyber Security, Human Resources, Risk Management","Laurel, Maryland, United States",Human digital risk and continuous monitoring,"Administrative Services, Information Technology, Privacy and Security, Professional Services","97,282"
YANGZHOU YUAN ELECTRONIC TECHNOLOGY,https://www.crunchbase.com/organization/yangzhou-yuan-electronic-technology,"Electronics, Manufacturing, Military, Public Safety","Yangzhou, Jiangsu, China",Yangzhou Yuan Electronic Technology develops and produces electronic warfare equipment and electromagnetic test training equipment.,"Consumer Electronics, Government and Military, Hardware, Information Technology, Manufacturing","97,562"
AutoPylot,https://www.crunchbase.com/organization/autopylot-c70b,"Aerospace, Drone Management, Drones","South Burlington, Vermont, United States","AutoPylot develops a mission scheduling application to help drone pilots navigate, access airspace, create missions, and track weather.","Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software","98,097"
Colossus,https://www.crunchbase.com/organization/zephyr-computing-systems,"Cloud Computing, Computer","Oakland, California, United States",Colossus is building high-performance edge computing hardware for spacecraft.,"Consumer Electronics, Hardware, Internet Services, Software","98,495"
TempoQuest,https://www.crunchbase.com/organization/tempoquest,"Predictive Analytics, SaaS, Software","Boulder, Colorado, United States",TempoQuest is a development phase company created to develop SaaS software for advanced weather forecasting using GPU processors.,"Artificial Intelligence (AI), Data and Analytics, Software","98,803"
OSMicro,https://www.crunchbase.com/organization/osmicro,"Automotive, Electronics, Semiconductor","Hefei, Anhui, China",OSMicro is an automotive millimeter-wave radar SoC and car-grade ultra-wideband (UWB) chip design firm.,"Consumer Electronics, Hardware, Science and Engineering, Transportation","99,688"
RML Technology,https://www.crunchbase.com/organization/rml-technology,"Electronics, Industrial","Chengdu, Sichuan, China","RML Technology offers NFC tags, MMW sensors for civil aviation passenger planes, and anti-collision on high-speed rail.","Consumer Electronics, Hardware, Manufacturing","99,756"
Advanced TeleSensors,https://www.crunchbase.com/organization/advanced-telesensors,"Health Care, Home Health Care, Medical Device","Austin, Texas, United States",Advanced TeleSensors offers real-time non-intrusive cardiac monitoring for cardiac rehab in skilled nursing facilities,Health Care,"99,804"
Advanced Protection Systems,https://www.crunchbase.com/organization/advanced-protection-systems-sp-z-o-o,"Drone Management, Drones, Hardware, Homeland Security, Physical Security, Security, Software","Gdynia, Pomorskie, Poland",Leader in affordable drone detection & tracking technology and creator of SafeSky system.,"Administrative Services, Consumer Electronics, Consumer Goods, Hardware, Privacy and Security, Software","100,192"
Deep Space Industries - DSI,https://www.crunchbase.com/organization/deep-space-industries---dsi,"Aerospace, Industrial Engineering, Mining Technology","San Jose, California, United States","DSI is opening deep space for business, building advanced spacecraft technology to propel the world’s first private missions to deep space.","Manufacturing, Natural Resources, Science and Engineering","100,774"
Hone,https://www.crunchbase.com/organization/hone-4bca,"Agriculture, Information Services, Information Technology","Sydney, New South Wales, Australia","Hone delivers a solution for soil, grain testing, plant breeding, and agricultural monitoring.","Agriculture and Farming, Information Technology","101,450"
"Mariposa Technology, Inc",https://www.crunchbase.com/organization/mariposa-technology-inc,"AgTech, SaaS","Metairie, Louisiana, United States",AgTech data SaaS model for on-site digital farming tools maximizing farmer profits,"Agriculture and Farming, Software","102,587"
Monstr Sense Technologies,https://www.crunchbase.com/organization/monstr-sense-technologies,"Manufacturing, Product Research, Semiconductor","Ann Arbor, Michigan, United States",Monstr Sense Technologies develops spectrometers for microscopy and microscopy tools for defect inspection in semiconductors.,"Data and Analytics, Design, Hardware, Manufacturing, Science and Engineering","103,177"
Lanp Srl,https://www.crunchbase.com/organization/lanp-srl,"Analytics, Artificial Intelligence (AI), Electronics, Information Technology, Machine Learning, Retail, Smart Building, Smart Cities, Software","Monza, Lombardia, Italy",Shaping the future of physical space with data. Real Time Data Insights with no-camera AI solution. Retail tested.,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Real Estate, Science and Engineering, Software","104,633"
Everbright Photonics,https://www.crunchbase.com/organization/everbright-photonics,Hardware,"Suzhou, Jiangsu, China","Everbright Photonics is a manufacturer of semiconductors, laser chips, IC devices, and modules.",Hardware,"104,808"
LanteRNA,https://www.crunchbase.com/organization/stealth-labels-biotech-ab,"Biotechnology, Market Research, Pharmaceutical","Gothenburg, Vastra Gotaland, Sweden",LanteRNA provides nucleic acid label development and drug delivery process services.,"Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering","104,939"
Crest Optics,https://www.crunchbase.com/organization/crest-optics,"Apps, Biotechnology, Optical Communication","Rome, Lazio, Italy","Crest Optics, a bioscience startup, produces instruments that use optical and electrooptical technology for scientific and industrial apps.","Apps, Biotechnology, Hardware, Science and Engineering, Software","105,072"
Linpowave,https://www.crunchbase.com/organization/linpowave,"Hardware, Information Technology, Software","Ningbo, Zhejiang, China",Linpowave provides research and development services in millimeter-wave radar senor systems.,"Hardware, Information Technology, Software","105,385"
Autonomous Pivot,https://www.crunchbase.com/organization/autonomous-pivot,"AgTech, Robotics","Tel Aviv, Tel Aviv, Israel",Turn Your Center-Pivot Irrigation System into a Farming Robot,"Agriculture and Farming, Hardware, Science and Engineering, Software","106,026"
Tianjian Inertial Technology,https://www.crunchbase.com/organization/tianjian-inertial-technology,"Aerospace, Drones, Information Technology, Military, Navigation","Yubei, Chongqing, China",Tianjian Inertial Technology provides inertial navigation systems and services for the civilian army.,"Consumer Electronics, Consumer Goods, Government and Military, Hardware, Information Technology, Navigation and Mapping, Science and Engineering","106,453"
Aerolensec,https://www.crunchbase.com/organization/aerolensec,,"Bellevue, Washington, United States",AI safety layer for airside operations.,,"107,462"
Narui Radar,https://www.crunchbase.com/organization/narui-radar,"Electronics, Enterprise Software, Manufacturing","Zhuhai, Guangdong, China",Narui Radar is a technology company that offers an array radar system services to high-tech enterprises.,"Consumer Electronics, Hardware, Manufacturing, Software","107,474"
LsBioPath,https://www.crunchbase.com/organization/lsbiopath,"Biotechnology, Health Care, Medical Device","Saratoga, California, United States",LsBioPath is a medical technology company that develops products to address the unmet needs of breast cancer surgery.,"Biotechnology, Health Care, Science and Engineering","108,138"
Approach Dating,https://www.crunchbase.com/organization/approach-dating,"Dating, Mobile Apps, Social","St Louis, Missouri, United States",Approach Dating is an app that fills the gap between online dating and meeting in person at local businesses.,"Apps, Community and Lifestyle, Mobile, Software","108,647"
Aria Sensing,https://www.crunchbase.com/organization/aria-sensing,"Application Specific Integrated Circuit (ASIC), Information Technology","Brescia, Lombardia, Italy",Aria Sensing engages in the development of radio frequency circuits based on the integration between human centric radar and UWB technology.,"Hardware, Information Technology","110,162"
Emsense,https://www.crunchbase.com/organization/emsense-6da2,"Automotive, Health Diagnostics, Machine Learning, Smart Cities, Software","Gothenburg, Vastra Gotaland, Sweden",Robust and reliable Automotive grade contactless health monitoring,"Artificial Intelligence (AI), Data and Analytics, Health Care, Real Estate, Software, Transportation","110,753"
Pendar Technologies,https://www.crunchbase.com/organization/pendar-technologies,"Chemical, Electronics, Industrial Manufacturing, Machine Learning, Manufacturing","Cambridge, Massachusetts, United States",Pendar is a privately held company that specializes in advancing intelligent chemistry systems.,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software","111,016"
Glyconics,https://www.crunchbase.com/organization/glyconics,"Biotechnology, Medical, Medical Device","Cambridge, Massachusetts, United States","Glyconics is a diagnostics company, using infrared spectroscopy to analyse samples for markers of disease across a wide range of conditions.","Biotechnology, Health Care, Science and Engineering","112,526"
Aphelion Aerospace,https://www.crunchbase.com/organization/phoenix-launch-systems,"Aerospace, Space Travel","Lakewood, Colorado, United States",Nanosatellite launch services and hardware components,"Science and Engineering, Transportation","112,591"
KappaZeta,https://www.crunchbase.com/organization/kappazeta,"Agriculture, Consulting, Information Technology","Tartu, Tartumaa, Estonia",KappaZeta provides services for interpreting radar satellite data in order to assist farmers.,"Agriculture and Farming, Information Technology, Professional Services","112,950"
Smartgate Solutions,https://www.crunchbase.com/organization/smartgate-solutions,"Health Care, Information Services, Information Technology, Transportation","Leeds, Leeds, United Kingdom",Smartgate Solutions is a UK-based solutions provider working within regulated industries in the UK and internationally.,"Health Care, Information Technology, Transportation","113,506"
Braxton Technologies,https://www.crunchbase.com/organization/braxton-technologies-llc,"Aerospace, Hardware, Information Technology, Software","Colorado Springs, Colorado, United States",Braxton Technologies provides products and services for hands-on and lights-out spacecraft and payload commanding and telemetry processing.,"Hardware, Information Technology, Science and Engineering, Software","115,376"
Stellar Vision,https://www.crunchbase.com/organization/stellar-vision,"Business Intelligence, Satellite Communication","Daejeon, Taejon-jikhalsi, South Korea",Stellavision provides corporate intelligence services based on satellite data.,"Data and Analytics, Hardware","115,898"
"HyperMed Imaging, Inc.",https://www.crunchbase.com/organization/hypermed,"Health Care, Medical, Medical Device","Memphis, Tennessee, United States","HyperMed Imaging, Inc. is a privately owned medical device company and the market leader in hyperspectral medical imaging.",Health Care,"116,036"
COXEM,https://www.crunchbase.com/organization/coxem,"Industrial Engineering, Manufacturing, Medical Device","Daejeon, Taejon-jikhalsi, South Korea",COXEM is a manufacturer that specializes in the production of scanning electron microscopes.,"Health Care, Manufacturing, Science and Engineering","117,470"
SpaceCraft,https://www.crunchbase.com/organization/spacecraft,"Computer, Internet, Software","Austin, Texas, United States",SpaceCraft provides web-based software for small business owners to create and manage websites.,"Consumer Electronics, Hardware, Internet Services, Software","117,693"
RoadSense,https://www.crunchbase.com/organization/roadsense-advanced-technologies,"Homeland Security, Internet of Things, Smart Cities","Tel Aviv, Tel Aviv, Israel","Real-time analysis from the public space, Privacy safe","Internet Services, Privacy and Security, Real Estate","118,087"
Advemto,https://www.crunchbase.com/organization/advemto,"Manufacturing, Medical Device, Pharmaceutical","Wellington, Wellington, New Zealand",Advemto is the manufacturer and developer of ultrafast spectroscopy systems that help researchers.,"Health Care, Manufacturing","118,322"
Dottir Labs,https://www.crunchbase.com/organization/dottir-labs,"Environmental Engineering, Sensor, Sustainability","Brookline, Massachusetts, United States","Dottir Labs is a spectroscopy sensor technology that detects nutrients, metabolic markers, and organic and non-organic waste products.","Hardware, Science and Engineering, Sustainability","118,465"
MoleTech,https://www.crunchbase.com/organization/moletech,"Biopharma, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China",MoleTech is a pharmaceutical company that creates quantitative detection equipment for tiny molecules.,"Biotechnology, Health Care, Science and Engineering","118,873"
CleanBreak,https://www.crunchbase.com/organization/cleanbreak,,"Boston, Massachusetts, United States",Clean Break is a women’s theatre company that uses theatre to keep the women in prison on the cultural radar.,,"118,915"
Microbrain Intelligent,https://www.crunchbase.com/organization/microbrain-intelligent,"Automotive, Manufacturing, Sensor","Changshahsien, Hunan, China","Microbrain Intelligent specializes in the research, development, production and sales of millimeter-wave radar sensors.","Hardware, Manufacturing, Transportation","119,235"
Lightnovo,https://www.crunchbase.com/organization/lightnovo,Industrial,"Birkerød, Hovedstaden, Denmark",Lightnovo’s mission is the production and commercialisation of Raman related technologies.,Manufacturing,"119,360"
Urban Radar,https://www.crunchbase.com/organization/urban-radar,"Logistics, Smart Cities, Transportation","Paris, Ile-de-France, France",Big data solution for urban planners,"Real Estate, Transportation","119,483"
BLESEN,https://www.crunchbase.com/organization/blesen,"Elder Care, Health Care, Risk Management","Brisbane, Queensland, Australia","BLESEN offers a radar-based fall prevention solution for elderly care, innovating with seamless integration and analysis.","Health Care, Professional Services","120,293"
